TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE,COLUMN_DEFAULT,IS_PRIMARY_KEY
dbo,tblIrvVehicle,fintSeatsCurrent,22,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fintStandeesCurrent,23,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrVehicleColorCurrent,24,nvarchar,5,NO,NULL,NO
dbo,tblIrvVehicle,fdtmPurchasedCurrent,25,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fcurPurchasePriceCurrent,26,money,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fcurFactoryPriceCurrent,27,money,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrTitleCurrent,28,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fstrTitleJurisdictionCurrent,29,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicle,fstrOwnerCurrent,30,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicle,fstrOperatorCurrent,31,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicle,fstrUSDOTSafetyCurrent,32,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicle,fstrFedIdSafetyCurrent,33,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicle,fblnCarrierWillChangeCurrent,34,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnLeasedCurrent,35,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmLeaseFromCurrent,36,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmLeaseToCurrent,37,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrEmissionsCurrent,38,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEmissionsIssuedCurrent,39,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEmissionsExpireCurrent,40,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrEmissionsStatusCurrent,41,nvarchar,12,NO,NULL,NO
dbo,tblIrvVehicle,fblnNewVehicleCurrent,42,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnPullsTrailerCurrent,43,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnSmallMilesCurrent,44,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnHazMatCurrent,45,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnMilkHaulerCurrent,46,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnActiveRegistrationCurrent,47,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmAddedCurrent,48,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEffectiveFromCurrent,49,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEffectiveToCurrent,50,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnNonOperationalCurrent,51,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrMemoCurrent,52,nvarchar,150,NO,NULL,NO
dbo,tblIrvVehicle,fblnPermitCurrent,53,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplacePlateCurrent,54,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplaceMonthTabCurrent,55,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplaceYearTabCurrent,56,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplaceCabCardCurrent,57,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnRetainCredentialsCurrent,58,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnTransferPlateCurrent,59,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fi64TransferPlateKeyCurrent,60,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fi64TransferMonthKeyCurrent,61,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fi64TransferYearKeyCurrent,62,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssuePlateCurrent,63,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssueMonthTabCurrent,64,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssueYearTabCurrent,65,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssueCabCardCurrent,66,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrActivityTypeNew,67,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fstrActivityReasonNew,68,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fstrUnitNew,69,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fstrVINNew,70,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fstrVehicleTypeNew,71,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicle,flngVehicleMakeKeyNew,72,int,NULL,NO,NULL,NO
dbo,tblIrvVehicle,flngVehicleMakeDescKeyNew,73,int,NULL,NO,NULL,NO
dbo,tblIrvVehicle,flngModelYearNew,74,int,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrFuelTypeNew,75,nvarchar,1,NO,NULL,NO
dbo,tblIrvVehicle,flngUnladenNew,76,int,NULL,NO,NULL,NO
dbo,tblIrvVehicle,flngGVWNew,77,int,NULL,NO,NULL,NO
dbo,tblIrvVehicle,flngCGVWNew,78,int,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fintAxlesNew,79,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fintCombinedAxlesNew,80,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fintSeatsNew,81,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fintStandeesNew,82,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrVehicleColorNew,83,nvarchar,5,NO,NULL,NO
dbo,tblIrvVehicle,fdtmPurchasedNew,84,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fcurPurchasePriceNew,85,money,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fcurFactoryPriceNew,86,money,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrTitleNew,87,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fstrTitleJurisdictionNew,88,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicle,fstrOwnerNew,89,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicle,fstrOperatorNew,90,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicle,fstrUSDOTSafetyNew,91,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicle,fstrFedIdSafetyNew,92,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicle,fblnCarrierWillChangeNew,93,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnLeasedNew,94,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmLeaseFromNew,95,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmLeaseToNew,96,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrEmissionsNew,97,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEmissionsIssuedNew,98,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEmissionsExpireNew,99,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrEmissionsStatusNew,100,nvarchar,12,NO,NULL,NO
dbo,tblIrvVehicle,fblnNewVehicleNew,101,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnPullsTrailerNew,102,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnSmallMilesNew,103,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnHazMatNew,104,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnMilkHaulerNew,105,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnActiveRegistrationNew,106,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmAddedNew,107,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEffectiveFromNew,108,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fdtmEffectiveToNew,109,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnNonOperationalNew,110,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrMemoNew,111,nvarchar,150,NO,NULL,NO
dbo,tblIrvVehicle,fblnPermitNew,112,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplacePlateNew,113,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplaceMonthTabNew,114,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplaceYearTabNew,115,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnReplaceCabCardNew,116,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnRetainCredentialsNew,117,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnTransferPlateNew,118,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fi64TransferPlateKeyNew,119,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fi64TransferMonthDecalKeyNew,120,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fi64TransferYearDecalKeyNew,121,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssuePlateNew,122,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssueMonthTabNew,123,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssueYearTabNew,124,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fblnIssueCabCardNew,125,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicle,fstrWho,126,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicle,fdtmWhen,127,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fi64VehicleKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleCredential,flngVer,2,int,NULL,NO,NULL,YES
dbo,tblIrvVehicleCredential,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,flngAccountKey,4,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fdtmFilingPeriod,5,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fi64PlateKey,6,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fi64MonthDecalKey,7,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fi64YearDecalKey,8,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fi64CabCardCredentialKey,9,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredential,fstrWho,10,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleCredential,fdtmWhen,11,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialIssued,fi64SupplementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleCredentialIssued,fi64VehicleKey,2,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleCredentialIssued,fi64PlateKey,3,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialIssued,fi64MonthDecalKey,4,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialIssued,fi64YearDecalKey,5,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialIssued,fi64CabCardCredentialKey,6,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialIssued,fstrWho,7,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleCredentialIssued,fdtmWhen,8,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fi64SupplementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleCredentialStart,fi64VehicleKey,2,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleCredentialStart,fi64PlateKey,3,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fi64MonthDecalKey,4,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fi64YearDecalKey,5,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fi64CabCardCredentialKey,6,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fblnNew,7,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fstrWho,8,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleCredentialStart,fdtmWhen,9,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehiclePrevious,fi64VehicleKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehiclePrevious,fi64PreviousVehicleKey,2,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistration,fi64VehicleKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleRegistration,fstrJurisdiction,2,nvarchar,2,NO,NULL,YES
dbo,tblIrvVehicleRegistration,flngWeightCurrent,3,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistration,flngWeightNew,4,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistration,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleRegistration,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistrationStart,fi64SupplementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleRegistrationStart,fi64VehicleKey,2,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleRegistrationStart,fstrJurisdiction,3,nvarchar,2,NO,NULL,YES
dbo,tblIrvVehicleRegistrationStart,flngWeight,4,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistrationStart,fblnNew,5,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistrationStart,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleRegistrationStart,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistrationSub,fi64SupplementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleRegistrationSub,fi64VehicleKey,2,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleRegistrationSub,fstrJurisdiction,3,nvarchar,2,NO,NULL,YES
dbo,tblIrvVehicleRegistrationSub,flngWeight,4,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistrationSub,fblnDiscarded,5,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleRegistrationSub,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleRegistrationSub,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fi64SupplementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleStart,fi64VehicleKey,2,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleStart,flngVehicleCustomerKey,3,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,flngVehicleAccountKey,4,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,flngIndicatorKey,5,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrActivityType,6,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrActivityReason,7,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrUnit,8,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrVIN,9,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrVehicleType,10,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicleStart,flngVehicleMakeKey,11,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,flngVehicleMakeDescriptionKey,12,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,flngModelYear,13,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrFuelType,14,nvarchar,1,NO,NULL,NO
dbo,tblIrvVehicleStart,flngUnladen,15,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,flngGVW,16,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,flngCGVW,17,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fintAxles,18,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fintCombinedAxles,19,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fintSeats,20,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fintStandees,21,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrVehicleColor,22,nvarchar,5,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmPurchased,23,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fcurPurchasePrice,24,money,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fcurFactoryPrice,25,money,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrTitle,26,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrTitleJurisdiction,27,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrOwner,28,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrOperator,29,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrUSDOTSafety,30,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrFedIdSafety,31,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnCarrierWillChange,32,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnLeased,33,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmLeaseFrom,34,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmLeaseTo,35,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrEmissions,36,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmEmissionsIssued,37,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmEmissionsExpire,38,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrEmissionsStatus,39,nvarchar,12,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnNewVehicle,40,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnPullsTrailer,41,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnSmallMiles,42,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnHazMat,43,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnMilkHauler,44,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnActiveRegistration,45,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmAdded,46,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmEffectiveFrom,47,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmEffectiveTo,48,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnNonOperational,49,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrMemo,50,nvarchar,150,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnPermit,51,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnReplacePlate,52,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnReplaceMonthTab,53,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnReplaceYearTab,54,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnReplaceCabCard,55,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnRetainCredentials,56,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnTransferPlate,57,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fi64TransferPlateKey,58,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fi64TransferMonthDecalKey,59,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fi64TransferYearDecalKey,60,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnIssuePlate,61,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnIssueMonthTab,62,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnIssueYearTab,63,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnIssueCabCard,64,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fblnNew,65,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleStart,fstrWho,66,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleStart,fdtmWhen,67,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fi64SupplementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleSubmit,fi64VehicleKey,2,bigint,NULL,NO,NULL,YES
dbo,tblIrvVehicleSubmit,flngVehicleCustomerKey,3,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngVehicleAccountKey,4,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngIndicatorKey,5,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrActivityType,6,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrActivityReason,7,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrUnit,8,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrVIN,9,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrVehicleType,10,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngVehicleMakeKey,11,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngVehicleMakeDescriptionKey,12,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngModelYear,13,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrFuelType,14,nvarchar,1,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngUnladen,15,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngGVW,16,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,flngCGVW,17,int,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fintAxles,18,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fintCombinedAxles,19,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fintSeats,20,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fintStandees,21,smallint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrVehicleColor,22,nvarchar,5,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmPurchased,23,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fcurPurchasePrice,24,money,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fcurFactoryPrice,25,money,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrTitle,26,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrTitleJurisdiction,27,nvarchar,2,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrOwner,28,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrOperator,29,nvarchar,255,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrUSDOTSafety,30,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrFedIdSafety,31,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnCarrierWillChange,32,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnLeased,33,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmLeaseFrom,34,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmLeaseTo,35,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrEmissions,36,nvarchar,20,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmEmissionsIssued,37,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmEmissionsExpire,38,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrEmissionsStatus,39,nvarchar,12,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnNewVehicle,40,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnPullsTrailer,41,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnSmallMiles,42,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnHazMat,43,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnMilkHauler,44,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnActiveRegistration,45,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmAdded,46,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmEffectiveFrom,47,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmEffectiveTo,48,datetime,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnNonOperational,49,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrMemo,50,nvarchar,150,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnPermit,51,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnReplacePlate,52,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnReplaceMonthTab,53,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnReplaceYearTab,54,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnReplaceCabCard,55,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnRetainCredentials,56,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnTransferPlate,57,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fi64TransferPlateKey,58,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fi64TransferMonthDecalKey,59,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fi64TransferYearDecalKey,60,bigint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnIssuePlate,61,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnIssueMonthTab,62,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnIssueYearTab,63,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnIssueCabCard,64,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fblnDiscarded,65,tinyint,NULL,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fstrWho,66,nvarchar,10,NO,NULL,NO
dbo,tblIrvVehicleSubmit,fdtmWhen,67,datetime,NULL,NO,NULL,NO
dbo,tblIrvWeightTemplate,fi64TemplateKey,1,bigint,NULL,NO,NULL,YES
dbo,tblIrvWeightTemplate,flngVer,2,int,NULL,NO,NULL,YES
dbo,tblIrvWeightTemplate,flngVerLast,3,int,NULL,NO,NULL,NO
